ASVid,Kingdom,Phylum,Class,Order,Family,Genus
6501,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Oceanospirillaceae_ge
6507,Bacteria,Cyanobacteria,Cyanobacteria,SubsectionII,FamilyII,Pleurocapsa
6508,Bacteria,Cyanobacteria,Cyanobacteria,SubsectionII,FamilyII,Pleurocapsa
6509,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Rhodospirillaceae_ge
6511,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Rhodospirillaceae_ge
6512,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,UASB-TL25,UASB-TL25_ge
6515,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Colwellia
6523,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Thalassotalea
6525,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Colwellia
6528,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Colwellia
6529,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Colwellia
6530,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Colwellia
6531,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Thalassotalea
6533,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas
6534,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas
6535,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Blastopirellula
6537,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Blastopirellula
6538,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae,Nitrosomonas
6539,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae,Nitrosomonas
6540,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae,Nitrosomonas
6543,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Sva0996_marine_group,Sva0996_marine_group_ge
6544,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Acidimicrobiales_fa,Acidimicrobiales_ge
6545,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Acidimicrobiales_fa,Acidimicrobiales_ge
6546,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,LWSR-14,LWSR-14_ge
6547,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Acidimicrobiales_fa,Acidimicrobiales_ge
6548,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Acidimicrobiales_fa,Acidimicrobiales_ge
6549,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Acidimicrobiales_fa,Acidimicrobiales_ge
6551,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Acidimicrobiales_fa,Acidimicrobiales_ge
6552,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Acidimicrobiales_fa,Acidimicrobiales_ge
6553,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Acidimicrobiales_fa,Acidimicrobiales_ge
6565,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Arcobacter
6566,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Arcobacter
6568,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Simiduia
6570,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Arcticibacter
6573,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacteriaceae_ge
6575,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Granulosicoccaceae,Granulosicoccus
6577,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Polaribacter_1
6578,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacteriaceae_ge
6580,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Polaribacter
6581,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacteriaceae_ge
6587,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacteriaceae_ge
6591,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Polaribacter_2
6593,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Tenacibaculum
6595,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Tenacibaculum
6599,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Tenacibaculum
6600,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Tenacibaculum
6601,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Kordia
6602,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Kordia
6605,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Tenacibaculum
6607,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Kordia
6608,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Spongiibacteraceae,BD1-7_clade
6611,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,endosymbionts
6612,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Pseudohongiella
6613,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Spongiibacteraceae,BD1-7_clade
6614,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Spongiibacteraceae,BD1-7_clade
6615,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,SAR86_clade,SAR86_clade_ge
6619,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,SAR86_clade,SAR86_clade_ge
6621,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,SAR86_clade,SAR86_clade_ge
6622,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,SAR86_clade,SAR86_clade_ge
6623,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,SAR86_clade,SAR86_clade_ge
6624,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,SAR86_clade,SAR86_clade_ge
6640,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Pir4_lineage
6642,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Pir4_lineage
6643,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Pir4_lineage
6644,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Planctomycetaceae_ge
6649,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Pir4_lineage
6671,Bacteria,Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade)_cl,Marinimicrobia_(SAR406_clade)_or,Marinimicrobia_(SAR406_clade)_fa,Marinimicrobia_(SAR406_clade)_ge
6672,Bacteria,Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade)_cl,Marinimicrobia_(SAR406_clade)_or,Marinimicrobia_(SAR406_clade)_fa,Marinimicrobia_(SAR406_clade)_ge
6674,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,OM27_clade
6675,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,OM27_clade
6678,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Surface_2,Surface_2_ge
6680,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Surface_2,Surface_2_ge
6681,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Surface_2,Surface_2_ge
6682,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Surface_2,Surface_2_ge
6684,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Surface_2,Surface_2_ge
6685,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Surface_2,Surface_2_ge
6696,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,SAR11_clade_fa,SAR11_clade_ge
6697,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,SAR11_clade_fa,SAR11_clade_ge
6699,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Surface_1,Surface_1_ge
6702,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,SAR11_clade_fa,SAR11_clade_ge
6706,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio
6707,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Surface_1,Surface_1_ge
6708,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Surface_1,Surface_1_ge
6714,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Litoricolaceae,Litoricola
6716,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Surface_1,Surface_1_ge
6717,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Surface_1,Surface_1_ge
6719,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Surface_1,Surface_1_ge
6720,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Surface_1,Surface_1_ge
6723,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Surface_1,Surface_1_ge
6727,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Surface_1,Surface_1_ge
6728,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Surface_1,Surface_1_ge
6730,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Surface_1,Surface_1_ge
6731,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Surface_1,Surface_1_ge
6732,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Surface_1,Surface_1_ge
6733,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Surface_1,Surface_1_ge
6735,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Surface_1,Surface_1_ge
6736,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Surface_1,Surface_1_ge
6743,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacteriaceae_ge
6744,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Polaribacter_1
6747,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacteriaceae_ge
6748,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Luteolibacter
6749,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Luteolibacter
6753,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Pricia
6759,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,MNG7,MNG7_ge
6760,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Maribacter
6762,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Zobellia
6763,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Maribacter
6764,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Maribacter
6765,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Maribacter
6768,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacteriaceae_ge
6774,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,OCS116_clade,OCS116_clade_ge
6776,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,OCS116_clade,OCS116_clade_ge
6777,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Rhodospirillaceae_ge
6778,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Phyllobacteriaceae_ge
6779,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Rhodospirillaceae_ge
6780,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,Cryomorphaceae_ge
6781,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,Cryomorphaceae_ge
6783,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacteriaceae_ge
6784,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Maribacter
6792,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Maribacter
6793,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Pibocella
6794,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Maritimimonas
6795,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Maritimimonas
6798,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Maritimimonas
6799,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Maritimimonas
6800,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Maritimimonas
6801,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Maritimimonas
6802,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Maribacter
6805,Bacteria,Bacteroidetes,Bacteroidetes_Incertae_Sedis,Order_II,Rhodothermaceae,Rubrivirga
6819,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Lutimonas
6820,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacteriaceae_ge
6822,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Blastopirellula
6823,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Wenyingzhuangia
6828,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobiaceae_ge
6831,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Maribacter
6832,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Maribacter
6836,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,Cryomorphaceae_ge
6838,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,Cryomorphaceae_ge
6840,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,Cryomorphaceae_ge
6842,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,Cryomorphaceae_ge
6843,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Aquimarina
6844,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacteriaceae_ge
6846,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacteriaceae_ge
6851,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacteriaceae_ge
6852,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,Cryomorphaceae_ge
6856,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Maribacter
6857,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,Cryomorphaceae_ge
6859,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
6860,Bacteria,Verrucomicrobia,Opitutae,Puniceicoccales,Puniceicoccaceae,Lentimonas
6873,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Pir4_lineage
6879,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,MD3-55,MD3-55_ge
6880,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Pir4_lineage
6884,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiales_fa,Rickettsiales_ge
6886,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiales_fa,Rickettsiales_ge
6891,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Rhodopirellula
6901,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Rhodopirellula
6902,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Rhodopirellula
6903,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,Cryomorphaceae_ge
6911,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,Cryomorphaceae_ge
6918,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Surface_1,Surface_1_ge
6919,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Surface_1,Surface_1_ge
6920,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Rhodopirellula
6922,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Bythopirellula
6923,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Rhodopirellula
6925,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Blastopirellula
6927,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Rhodopirellula
6930,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Rhodopirellula
6931,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Rhodopirellula
6943,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio
6949,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Rubripirellula
6951,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Rubripirellula
6953,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Rubripirellula
6954,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Rubripirellula
6955,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Rubripirellula
6956,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Rubripirellula
6959,Bacteria,Proteobacteria,Deltaproteobacteria,Bradymonadales,Bradymonadales_fa,Bradymonadales_ge
6968,Bacteria,Proteobacteria,Deltaproteobacteria,Bradymonadales,Bradymonadales_fa,Bradymonadales_ge
6969,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Pir4_lineage
6970,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Pir4_lineage
6971,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Rhodopirellula
6974,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Rhodopirellula
6975,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Blastopirellula
6977,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio
6983,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Rhodopirellula
6984,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas
6986,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Psychromonadaceae,Psychromonas
6989,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Psychromonadaceae,Psychromonas
6990,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Psychromonadaceae,Psychromonas
6991,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Psychromonadaceae,Psychromonas
6992,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas
6993,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas
6994,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium
6999,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium
7000,Bacteria,Proteobacteria,Alphaproteobacteria,Emcibacterales,Emcibacteraceae,Emcibacter
7002,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Blastopirellula
7003,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sandaracinaceae,Sandaracinaceae_ge
7007,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Aquimarina
7008,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Aquimarina
7009,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Aquimarina
7013,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Saprospiraceae,Saprospiraceae_ge
7015,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriales_fa,Sphingobacteriales_ge
7019,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,NS11-12_marine_group,NS11-12_marine_group_ge
7020,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,NS7_marine_group,NS7_marine_group_ge
7023,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria_Incertae_Sedis,Alphaproteobacteria_Incertae_Sedis_fa,Alphaproteobacteria_Incertae_Sedis_ge
7034,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria_Incertae_Sedis,Alphaproteobacteria_Incertae_Sedis_fa,Alphaproteobacteria_Incertae_Sedis_ge
7039,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria_Incertae_Sedis,Alphaproteobacteria_Incertae_Sedis_fa,Alphaproteobacteria_Incertae_Sedis_ge
7040,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria_Incertae_Sedis,Alphaproteobacteria_Incertae_Sedis_fa,Alphaproteobacteria_Incertae_Sedis_ge
7044,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Pseudahrensia
7045,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Phyllobacteriaceae_ge
7047,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,OCS116_clade,OCS116_clade_ge
7048,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,OCS116_clade,OCS116_clade_ge
7054,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria_Incertae_Sedis,Alphaproteobacteria_Incertae_Sedis_fa,Alphaproteobacteria_Incertae_Sedis_ge
7057,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Aquimarina
7058,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Algitalea
7059,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Algitalea
7062,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacteriaceae_ge
7063,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobiaceae_ge
7064,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobiaceae_ge
7069,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Filomicrobium
7072,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Rhodospirillaceae_ge
7074,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Aquimarina
7075,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Aquimarina
7076,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Aquimarina
7077,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Aquimarina
7078,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacteriaceae_ge
7079,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacteriaceae_ge
7080,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacteriaceae_ge
7088,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Pricia
7090,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Maribacter
7091,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Granulosicoccaceae,Granulosicoccus
7092,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Granulosicoccaceae,Granulosicoccus
7093,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Granulosicoccaceae,Granulosicoccus
7097,Bacteria,Chloroflexi,Thermomicrobia,JG30-KF-CM45,JG30-KF-CM45_fa,JG30-KF-CM45_ge
7098,Bacteria,Chloroflexi,Thermomicrobia,JG30-KF-CM45,JG30-KF-CM45_fa,JG30-KF-CM45_ge
7101,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Granulosicoccaceae,Granulosicoccus
7102,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Granulosicoccaceae,Granulosicoccus
7103,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Granulosicoccaceae,Granulosicoccus
7105,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Granulosicoccaceae,Granulosicoccus
7106,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Granulosicoccaceae,Granulosicoccus
7112,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Marinomonas
7114,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Hahellaceae,Kistimonas
7128,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Marivita
7131,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Sulfitobacter
7132,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Sulfitobacter
7139,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Sulfitobacter
